2024-10-20 18:10:40,981:ERROR:Exception fetching data for Congress 96, Bill hr 5685, Endpoint 'sponsors'.
2024-10-20 18:37:44,697:ERROR:HTTP error 500 fetching data for Congress 30, Bill s 58, Endpoint 'subjects'.
2024-10-20 18:37:44,697:ERROR:HTTP error 500 fetching data for Congress 30, Bill s 58, Endpoint 'relatedbills'.
2024-10-20 18:37:44,698:ERROR:HTTP error 500 fetching data for Congress 30, Bill hr 119, Endpoint 'amendments'.
2024-10-20 18:37:44,703:ERROR:HTTP error 500 fetching data for Congress 30, Bill s 58, Endpoint 'summaries'.
2024-10-20 18:37:44,708:ERROR:HTTP error 500 fetching data for Congress 30, Bill s 58, Endpoint 'amendments'.
2024-10-20 18:37:44,712:ERROR:HTTP error 500 fetching data for Congress 30, Bill hr 119, Endpoint 'committees'.
2024-10-20 18:37:44,760:ERROR:HTTP error 500 fetching data for Congress 30, Bill hr 119, Endpoint 'actions'.
2024-10-20 18:37:44,798:ERROR:HTTP error 500 fetching data for Congress 30, Bill hr 119, Endpoint 'subjects'.
2024-10-20 18:37:44,843:ERROR:HTTP error 500 fetching data for Congress 30, Bill s 58, Endpoint 'committees'.
2024-10-20 18:37:44,883:ERROR:HTTP error 500 fetching data for Congress 30, Bill s 58, Endpoint 'cosponsors'.
2024-10-20 18:37:49,653:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'cosponsors'.
2024-10-20 18:37:49,656:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'relatedbills'.
2024-10-20 18:37:49,670:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'committees'.
2024-10-20 18:37:49,674:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'cosponsors'.
2024-10-20 18:37:49,687:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'committees'.
2024-10-20 18:37:49,695:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'actions'.
2024-10-20 18:37:49,716:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'relatedbills'.
2024-10-20 18:37:49,730:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'summaries'.
2024-10-20 18:37:49,766:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'actions'.
2024-10-20 18:37:49,795:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'subjects'.
2024-10-20 18:37:49,799:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'subjects'.
2024-10-20 18:37:49,803:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'summaries'.
2024-10-20 18:37:49,819:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'amendments'.
2024-10-20 18:37:49,939:ERROR:HTTP error 500 fetching data for Congress 30, Bill sjres 20, Endpoint 'amendments'.
2024-10-20 18:38:52,686:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'subjects'.
2024-10-20 18:38:52,926:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'summaries'.
2024-10-20 18:38:52,980:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'relatedbills'.
2024-10-20 18:38:53,050:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'committees'.
2024-10-20 18:38:53,051:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'cosponsors'.
2024-10-20 18:38:53,053:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'amendments'.
2024-10-20 18:38:53,150:ERROR:HTTP error 500 fetching data for Congress 17, Bill s 48, Endpoint 'actions'.
2024-10-20 18:39:00,876:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'actions'.
2024-10-20 18:39:00,892:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'summaries'.
2024-10-20 18:39:00,895:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'amendments'.
2024-10-20 18:39:00,902:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'cosponsors'.
2024-10-20 18:39:00,965:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'subjects'.
2024-10-20 18:39:00,970:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'relatedbills'.
2024-10-20 18:39:00,984:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 74, Endpoint 'committees'.
2024-10-20 18:39:01,280:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'committees'.
2024-10-20 18:39:01,282:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'amendments'.
2024-10-20 18:39:01,300:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'relatedbills'.
2024-10-20 18:39:01,310:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'cosponsors'.
2024-10-20 18:39:01,320:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'actions'.
2024-10-20 18:39:01,397:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'summaries'.
2024-10-20 18:39:01,404:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 29, Endpoint 'subjects'.
2024-10-20 18:39:01,420:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'committees'.
2024-10-20 18:39:01,460:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'cosponsors'.
2024-10-20 18:39:01,463:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'summaries'.
2024-10-20 18:39:01,463:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'relatedbills'.
2024-10-20 18:39:01,496:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'actions'.
2024-10-20 18:39:01,522:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'subjects'.
2024-10-20 18:39:01,523:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'amendments'.
2024-10-20 18:39:01,550:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'cosponsors'.
2024-10-20 18:39:01,578:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'relatedbills'.
2024-10-20 18:39:01,587:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'amendments'.
2024-10-20 18:39:01,589:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'cosponsors'.
2024-10-20 18:39:01,589:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'summaries'.
2024-10-20 18:39:01,591:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'actions'.
2024-10-20 18:39:01,608:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'actions'.
2024-10-20 18:39:01,608:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'subjects'.
2024-10-20 18:39:01,627:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 24, Endpoint 'summaries'.
2024-10-20 18:39:01,630:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'committees'.
2024-10-20 18:39:01,632:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'relatedbills'.
2024-10-20 18:39:01,640:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'amendments'.
2024-10-20 18:39:01,656:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 52, Endpoint 'committees'.
2024-10-20 18:39:01,683:ERROR:HTTP error 500 fetching data for Congress 13, Bill hr 2, Endpoint 'subjects'.
2024-10-20 19:18:27,750:ERROR:Exception fetching data for Congress 97, Bill hr 4755, Endpoint 'sponsors'.
2024-10-20 19:18:27,765:ERROR:Exception fetching data for Congress 97, Bill hr 4755, Endpoint 'cosponsors'.
2024-10-20 19:18:27,766:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'subjects'.
2024-10-20 19:18:27,766:ERROR:Exception fetching data for Congress 97, Bill hr 4755, Endpoint 'actions'.
2024-10-20 19:18:27,781:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'subjects'.
2024-10-20 19:18:28,306:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'committees'.
2024-10-20 19:18:28,368:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'relatedbills'.
2024-10-20 19:18:28,414:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'summaries'.
2024-10-20 19:18:28,477:ERROR:Exception fetching data for Congress 97, Bill hr 5104, Endpoint 'sponsors'.
2024-10-20 19:18:28,631:ERROR:Exception fetching data for Congress 97, Bill hr 5104, Endpoint 'actions'.
2024-10-20 19:23:09,344:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'actions'.
2024-10-20 19:23:09,344:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'relatedbills'.
2024-10-20 19:23:09,344:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'relatedbills'.
2024-10-20 19:23:09,344:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'amendments'.
2024-10-20 19:23:09,345:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'amendments'.
2024-10-20 19:23:09,345:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'cosponsors'.
2024-10-20 19:23:09,345:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'amendments'.
2024-10-20 19:23:09,345:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'summaries'.
2024-10-20 19:23:09,345:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'actions'.
2024-10-20 19:23:09,346:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'committees'.
2024-10-20 19:23:09,346:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'sponsors'.
2024-10-20 19:23:09,346:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'sponsors'.
2024-10-20 19:23:09,346:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'actions'.
2024-10-20 19:23:09,346:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'summaries'.
2024-10-20 19:23:09,346:ERROR:Exception fetching data for Congress 97, Bill hr 5129, Endpoint 'relatedbills'.
2024-10-20 19:23:09,347:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'committees'.
2024-10-20 19:23:09,347:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'relatedbills'.
2024-10-20 19:23:09,347:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'actions'.
2024-10-20 19:23:09,347:ERROR:Exception fetching data for Congress 97, Bill hr 5129, Endpoint 'summaries'.
2024-10-20 19:23:09,347:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'sponsors'.
2024-10-20 19:23:09,347:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'sponsors'.
2024-10-20 19:23:09,348:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'summaries'.
2024-10-20 19:23:09,348:ERROR:Exception fetching data for Congress 97, Bill hr 4755, Endpoint 'relatedbills'.
2024-10-20 19:23:09,348:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'relatedbills'.
2024-10-20 19:23:09,348:ERROR:Exception fetching data for Congress 97, Bill hr 5129, Endpoint 'committees'.
2024-10-20 19:23:09,348:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'committees'.
2024-10-20 19:23:09,348:ERROR:Exception fetching data for Congress 97, Bill hr 5129, Endpoint 'sponsors'.
2024-10-20 19:23:09,349:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'committees'.
2024-10-20 19:23:09,349:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'summaries'.
2024-10-20 19:23:09,349:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'sponsors'.
2024-10-20 19:23:09,349:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'cosponsors'.
2024-10-20 19:23:09,349:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'subjects'.
2024-10-20 19:23:09,349:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'relatedbills'.
2024-10-20 19:23:09,350:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'subjects'.
2024-10-20 19:23:09,350:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'actions'.
2024-10-20 19:23:09,350:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'actions'.
2024-10-20 19:23:09,350:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'summaries'.
2024-10-20 19:23:09,350:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'subjects'.
2024-10-20 19:23:09,350:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'actions'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'sponsors'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'summaries'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'cosponsors'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'amendments'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'relatedbills'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'sponsors'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 5129, Endpoint 'amendments'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'cosponsors'.
2024-10-20 19:23:09,351:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'relatedbills'.
2024-10-20 19:23:09,352:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'cosponsors'.
2024-10-20 19:23:09,352:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'actions'.
2024-10-20 19:23:09,352:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'cosponsors'.
2024-10-20 19:23:09,352:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'summaries'.
2024-10-20 19:23:09,352:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'cosponsors'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'summaries'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'cosponsors'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'amendments'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'cosponsors'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'amendments'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'amendments'.
2024-10-20 19:23:09,353:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'relatedbills'.
2024-10-20 19:23:09,354:ERROR:Exception fetching data for Congress 97, Bill hr 5005, Endpoint 'actions'.
2024-10-20 19:23:09,354:ERROR:Exception fetching data for Congress 97, Bill hr 5108, Endpoint 'actions'.
2024-10-20 19:23:09,354:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'committees'.
2024-10-20 19:23:09,354:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'committees'.
2024-10-20 19:23:09,354:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'committees'.
2024-10-20 19:23:09,354:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'actions'.
2024-10-20 19:23:09,355:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'summaries'.
2024-10-20 19:23:09,355:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'amendments'.
2024-10-20 19:23:09,355:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'subjects'.
2024-10-20 19:23:09,355:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'sponsors'.
2024-10-20 19:23:09,355:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'amendments'.
2024-10-20 19:23:09,355:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'subjects'.
2024-10-20 19:23:09,356:ERROR:Exception fetching data for Congress 97, Bill hr 5077, Endpoint 'cosponsors'.
2024-10-20 19:23:09,356:ERROR:Exception fetching data for Congress 97, Bill hr 5107, Endpoint 'sponsors'.
2024-10-20 19:23:09,356:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'committees'.
2024-10-20 19:23:09,356:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'relatedbills'.
2024-10-20 19:23:09,356:ERROR:Exception fetching data for Congress 97, Bill hr 4925, Endpoint 'cosponsors'.
2024-10-20 19:23:09,356:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'amendments'.
2024-10-20 19:23:09,357:ERROR:Exception fetching data for Congress 97, Bill hr 5036, Endpoint 'sponsors'.
2024-10-20 19:23:09,357:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'sponsors'.
2024-10-20 19:23:09,357:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'relatedbills'.
2024-10-20 19:23:09,357:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'committees'.
2024-10-20 19:23:09,357:ERROR:Exception fetching data for Congress 97, Bill hr 5128, Endpoint 'subjects'.
2024-10-20 19:23:09,357:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'amendments'.
2024-10-20 19:23:09,358:ERROR:Exception fetching data for Congress 97, Bill hr 5124, Endpoint 'subjects'.
2024-10-20 19:23:09,358:ERROR:Exception fetching data for Congress 97, Bill hr 5143, Endpoint 'summaries'.
2024-10-20 19:23:09,358:ERROR:Exception fetching data for Congress 97, Bill hr 4674, Endpoint 'subjects'.
2024-10-20 19:23:09,359:ERROR:Exception fetching data for Congress 97, Bill hr 4922, Endpoint 'committees'.
2024-10-20 19:23:09,359:ERROR:Exception fetching data for Congress 97, Bill hr 5129, Endpoint 'subjects'.
2024-10-20 19:23:34,103:ERROR:Exception fetching data for Congress 97, Bill hr 4889, Endpoint 'sponsors'.
2024-10-20 19:29:49,332:ERROR:Exception fetching data for Congress 97, Bill sjres 33, Endpoint 'actions'.
2024-10-20 19:29:49,333:ERROR:Exception fetching data for Congress 97, Bill sjres 62, Endpoint 'subjects'.
2024-10-20 19:29:49,333:ERROR:Exception fetching data for Congress 97, Bill sjres 62, Endpoint 'summaries'.
2024-10-20 19:29:49,333:ERROR:Exception fetching data for Congress 97, Bill sjres 33, Endpoint 'cosponsors'.
2024-10-20 19:29:49,333:ERROR:Exception fetching data for Congress 97, Bill sjres 33, Endpoint 'amendments'.
2024-10-20 19:29:49,333:ERROR:Exception fetching data for Congress 97, Bill sjres 62, Endpoint 'amendments'.
2024-10-20 19:29:49,333:ERROR:Exception fetching data for Congress 97, Bill sjres 62, Endpoint 'relatedbills'.
2024-10-20 19:29:49,334:ERROR:Exception fetching data for Congress 97, Bill sjres 62, Endpoint 'actions'.
2024-10-20 19:29:49,334:ERROR:Exception fetching data for Congress 97, Bill sjres 62, Endpoint 'cosponsors'.
2024-10-20 19:31:17,942:ERROR:Exception fetching data for Congress 97, Bill s 2727, Endpoint 'committees'.
2024-10-20 19:31:17,942:ERROR:Exception fetching data for Congress 97, Bill s 2727, Endpoint 'amendments'.
2024-10-20 19:31:17,957:ERROR:Exception fetching data for Congress 97, Bill s 2498, Endpoint 'committees'.
2024-10-20 19:31:17,957:ERROR:Exception fetching data for Congress 97, Bill s 2727, Endpoint 'relatedbills'.
2024-10-20 19:31:17,957:ERROR:Exception fetching data for Congress 97, Bill s 2725, Endpoint 'committees'.
2024-10-20 19:31:17,957:ERROR:Exception fetching data for Congress 97, Bill s 2727, Endpoint 'sponsors'.
2024-10-20 19:31:17,957:ERROR:Exception fetching data for Congress 97, Bill s 2733, Endpoint 'summaries'.
2024-10-20 19:31:17,957:ERROR:Exception fetching data for Congress 97, Bill s 2725, Endpoint 'actions'.
2024-10-20 19:35:55,008:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'cosponsors'.
2024-10-20 19:35:55,023:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'relatedbills'.
2024-10-20 19:35:55,085:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'committees'.
2024-10-20 19:35:55,086:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'subjects'.
2024-10-20 19:35:55,104:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'actions'.
2024-10-20 19:35:55,260:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'summaries'.
2024-10-20 19:35:55,310:ERROR:HTTP error 500 fetching data for Congress 9, Bill hr 10, Endpoint 'amendments'.
2024-10-20 19:38:43,224:ERROR:Exception fetching data for Congress 103, Bill hjres 337, Endpoint 'committees'.
2024-10-20 19:47:32,631:ERROR:Exception fetching data for Congress 115, Bill s 1056, Endpoint 'cosponsors'.
2024-10-20 19:54:24,666:ERROR:Exception fetching data for Congress 110, Bill s 2436, Endpoint 'relatedbills'.
2024-10-20 19:54:24,681:ERROR:Exception fetching data for Congress 110, Bill s 2488, Endpoint 'amendments'.
2024-10-20 19:55:32,022:ERROR:Exception fetching data for Congress 111, Bill hr 511, Endpoint 'sponsors'.
2024-10-20 20:06:04,346:ERROR:Exception fetching data for Congress 31, Bill hr 134, Endpoint 'amendments'.
2024-10-20 20:06:04,346:ERROR:Exception fetching data for Congress 31, Bill hr 113, Endpoint 'cosponsors'.
2024-10-20 20:06:04,347:ERROR:Exception fetching data for Congress 31, Bill hr 134, Endpoint 'summaries'.
2024-10-20 20:25:54,812:ERROR:Exception fetching data for Congress 93, Bill s 4121, Endpoint 'actions'.
2024-10-20 20:25:54,813:ERROR:Exception fetching data for Congress 93, Bill s 4152, Endpoint 'actions'.
2024-10-20 20:27:51,261:ERROR:Exception fetching data for Congress 94, Bill hjres 895, Endpoint 'amendments'.
2024-10-20 20:27:51,262:ERROR:Exception fetching data for Congress 94, Bill hjres 895, Endpoint 'relatedbills'.
2024-10-20 20:27:51,262:ERROR:Exception fetching data for Congress 94, Bill hjres 895, Endpoint 'committees'.
2024-10-20 20:27:51,262:ERROR:Exception fetching data for Congress 94, Bill hjres 893, Endpoint 'cosponsors'.
2024-10-20 20:34:04,944:ERROR:Exception fetching data for Congress 94, Bill hr 13696, Endpoint 'committees'.
2024-10-20 20:34:04,960:ERROR:Exception fetching data for Congress 94, Bill hr 13686, Endpoint 'relatedbills'.
2024-10-20 20:49:06,874:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'amendments'.
2024-10-20 20:49:07,008:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'subjects'.
2024-10-20 20:49:07,068:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'committees'.
2024-10-20 20:49:07,069:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'actions'.
2024-10-20 20:49:07,071:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'summaries'.
2024-10-20 20:49:07,080:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'subjects'.
2024-10-20 20:49:07,089:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'relatedbills'.
2024-10-20 20:49:07,102:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'summaries'.
2024-10-20 20:49:07,111:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 116, Endpoint 'cosponsors'.
2024-10-20 20:49:07,147:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'cosponsors'.
2024-10-20 20:49:07,154:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'committees'.
2024-10-20 20:49:07,210:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'amendments'.
2024-10-20 20:49:07,210:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'committees'.
2024-10-20 20:49:07,211:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'subjects'.
2024-10-20 20:49:07,211:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'actions'.
2024-10-20 20:49:07,211:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'actions'.
2024-10-20 20:49:07,211:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'relatedbills'.
2024-10-20 20:49:07,211:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'summaries'.
2024-10-20 20:49:07,225:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'summaries'.
2024-10-20 20:49:07,238:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'actions'.
2024-10-20 20:49:07,257:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 15, Endpoint 'subjects'.
2024-10-20 20:49:07,259:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'relatedbills'.
2024-10-20 20:49:07,263:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'relatedbills'.
2024-10-20 20:49:07,266:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'committees'.
2024-10-20 20:49:07,276:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'amendments'.
2024-10-20 20:49:07,283:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 36, Endpoint 'cosponsors'.
2024-10-20 20:49:07,351:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'amendments'.
2024-10-20 20:49:07,351:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 27, Endpoint 'cosponsors'.
2024-10-20 20:49:07,686:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'amendments'.
2024-10-20 20:49:07,688:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'summaries'.
2024-10-20 20:49:07,700:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'relatedbills'.
2024-10-20 20:49:07,701:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'cosponsors'.
2024-10-20 20:49:07,709:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'cosponsors'.
2024-10-20 20:49:07,714:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'committees'.
